# SiteLatitude = -15.3423
# SiteLongitude = 120.6380
# SurfaceAge = 0.0000
#
## bottom_age bottom_depth min_water_depth max_water_depth lithology
   10.400     1125.000     150.000         750.000         Shale           0.01       Limestone       0.99      
   16.300     1705.000     100.000         200.000         Shale           0.01       Limestone       0.99      
   17.000     2222.000     100.000         200.000         Shale           0.03       Limestone       0.97      
   35.400     2343.000     100.000         200.000         Shale           0.34       Limestone       0.66      
   38.600     2400.000     100.000         200.000         Shale           0.05       Limestone       0.95      
   50.000     2457.000     100.000         200.000         Shale           0.05       Limestone       0.95      
   56.500     2538.000     50.000          150.000         Shale           0.50       Limestone       0.50      
   60.500     2638.000     50.000          150.000         Shale           0.50       Limestone       0.50      
   63.000     2675.000     50.000          150.000         Shale           0.60       Limestone       0.40      
   65.000     2702.000     50.000          150.000         Shale           0.65       Limestone       0.35      
   74.000     2749.000     50.000          150.000         Shale           0.55       Limestone       0.45      
   83.000     2967.000     50.000          150.000         Shale           0.45       Limestone       0.55      
   86.600     3001.000     50.000          150.000         Shale           0.50       Limestone       0.50      
   88.500     3006.000     50.000          150.000         Shale           0.20       Limestone       0.80      
   94.000     3007.000     0.000           100.000         Shale           0.20       Limestone       0.80      
   97.000     3054.000     0.000           100.000         Shale           0.85       Limestone       0.15      
   100.000    3137.000     0.000           100.000         Shale           0.85       Limestone       0.15      
   112.000    3330.000     0.000           100.000         Shale           0.90       Limestone       0.10      
   124.500    3653.000     0.000           100.000         Shale           0.90       Limestone       0.10      
   130.000    3712.000     0.000           100.000         Shale           0.95       Limestone       0.05      
   154.700    3796.000     0.000           100.000         Shale           0.65       Limestone       0.35      
   157.100    3816.000     0.000           100.000         Shale           1.00      
   166.100    3829.000     0.000           150.000         Shale           0.97       Limestone       0.03      
   178.000    4105.000     0.000           100.000         Shale           0.47       Limestone       0.05       Dolostone       0.03       Sand            0.45      
   187.000    4283.000     0.000           100.000         Shale           0.73       Limestone       0.07       Sand            0.20      
   208.000    4748.000     0.000           100.000         Shale           0.81       Limestone       0.17       Sand            0.02      
   209.500    4845.000     0.000           100.000         Shale           0.97       Limestone       0.03      
