# SiteLatitude = -19.2739
# SiteLongitude = 115.8222
# SurfaceAge = 0.0000
#
## bottom_age bottom_depth min_water_depth max_water_depth lithology
   10.400     2125.000     0.000           330.000         Shale           0.03       Limestone       0.83       Sand            0.14      
   26.000     2273.000     100.000         300.000         Shale           0.04       Limestone       0.96      
   42.000     2452.000     100.000         300.000         Shale           0.02       Limestone       0.98      
   50.000     2493.000     100.000         300.000         Shale           0.03       Limestone       0.97      
   53.000     2526.000     100.000         300.000         Shale           0.05       Limestone       0.95      
   56.500     2585.000     100.000         300.000         Shale           0.07       Limestone       0.93      
   59.000     2607.000     50.000          200.000         Shale           0.07       Limestone       0.93      
   62.000     2667.000     0.000           200.000         Shale           0.09       Limestone       0.91      
   65.000     2676.000     0.000           200.000         Shale           0.10       Limestone       0.90      
   69.000     2710.000     0.000           200.000         Shale           0.10       Limestone       0.90      
   78.000     2768.000     0.000           200.000         Shale           0.16       Limestone       0.84      
   83.000     2774.000     0.000           250.000         Shale           0.11       Limestone       0.89      
   86.600     2817.000     100.000         300.000         Shale           0.04       Limestone       0.96      
   88.500     2835.000     50.000          250.000         Shale           0.05       Limestone       0.95      
   90.400     2844.000     0.000           250.000         Shale           0.06       Limestone       0.94      
   92.500     2848.000     0.000           200.000         Shale           0.10       Limestone       0.90      
   94.500     2857.000     0.000           100.000         Shale           0.09       Limestone       0.91      
   112.000    2893.000     0.000           75.000          Shale           0.08       Limestone       0.92      
   135.000    2932.000     0.000           75.000          Shale           0.27       Limestone       0.73      
   173.500    3330.000     0.000           75.000          Shale           0.44       Limestone       0.56      
   187.000    3410.000     0.000           75.000          Shale           0.43       Limestone       0.57      
   208.000    3550.000     0.000           75.000          Shale           0.45       Limestone       0.16       Sand            0.39      
   209.000    3800.000     0.000           50.000          Shale           0.43       Sand            0.57      
   216.000    4110.000     0.000           30.000          Shale           0.38       Sand            0.62      
